Sample_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
LMR0012_S52_R1_001amrf_output,NA,NODE_176_length_9263_cov_368.635969,8707,9123,-,fosD,fosfomycin resistance bacillithiol transferase FosD,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,EXACTX,139,139,100,100,139,WP_000616116.1,fosfomycin resistance bacillithiol transferase FosD,NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_2523_length_1096_cov_2.165226,2,352,+,mecI,mecC-type methicillin resistance repressor MecI,core,AMR,AMR,BETA-LACTAM,METHICILLIN,BLASTX,117,124,94.35,94.02,117,WP_000196386.1,mecC-type methicillin resistance repressor MecI,NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_3296_length_858_cov_3.198007,2,718,-,blaZ,mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,239,283,84.45,99.58,239,WP_063842862.1,mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ,NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_488_length_4487_cov_37.567013,1566,2942,+,tet(K),tetracycline efflux MFS transporter Tet(K),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,459,459,100,100,459,WP_000492283.1,tetracycline efflux MFS transporter Tet(K),NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_6411_length_471_cov_11.105769,2,469,+,mph(C),Mph(C) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,MACROLIDE,PARTIAL_CONTIG_ENDX,156,299,52.17,90.38,156,WP_000196697.1,Mph(C) family macrolide 2'-phosphotransferase,NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_685_length_3386_cov_8.127289,2563,3057,-,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_000868795.1,trimethoprim-resistant dihydrofolate reductase DfrG,NA,NA
LMR0012_S52_R1_001amrf_output,NA,NODE_770_length_3063_cov_6.809176,1996,2640,-,catA,type A-8 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,215,215,100,100,215,WP_002352254.1,type A-8 chloramphenicol O-acetyltransferase,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_12396_length_1843_cov_3.579978,284,1486,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100,100,401,WP_001089068.1,tetracycline efflux MFS transporter Tet(B),NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_14161_length_1705_cov_12.630303,46,879,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_14161_length_1705_cov_12.630303,882,1682,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_155365_length_437_cov_1.246073,2,436,-,blaOXA,class D beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,145,277,52.35,95.86,145,WP_005011312.1,class D beta-lactamase OXA-299,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_183878_length_400_cov_2.452174,1,342,-,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,PARTIAL_CONTIG_ENDX,114,182,62.64,100,114,WP_010720790.1,aminoglycoside N-acetyltransferase AAC(6')-Iid,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_23542_length_1265_cov_2.337190,14,1210,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_2437_length_4525_cov_83.679866,1143,1970,+,blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,276,276,100,97.1,276,WP_063862733.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-363,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_30990_length_1071_cov_16.542323,241,1053,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_350187_length_287_cov_2.620690,2,286,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,PARTIAL_CONTIG_ENDX,95,157,60.51,98.95,95,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_4144_length_3385_cov_3.877477,330,824,+,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_000868795.1,trimethoprim-resistant dihydrofolate reductase DfrG,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_43005_length_885_cov_2.871084,57,473,+,fosA,FosA family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,139,139,100,94.24,139,WP_004857515.1,FosA family fosfomycin resistance glutathione transferase,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_46460_length_846_cov_2.518331,213,845,-,blaACT,ACT family cephalosporin-hydrolyzing class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,PARTIAL_CONTIG_ENDX,211,381,55.38,90.52,211,WP_063857771.1,cephalosporin-hydrolyzing class C beta-lactamase ACT-22,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_4779_length_3132_cov_6.138122,476,1948,+,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE,MACROLIDE,EXACTX,491,491,100,100,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_4779_length_3132_cov_6.138122,2007,2888,+,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,MACROLIDE,INTERNAL_STOP,294,294,100,99.66,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_56377_length_757_cov_2.168091,3,755,+,lsa(A),ABC-F type ribosomal protection protein Lsa(A),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,PARTIAL_CONTIG_ENDX,251,498,50.4,98.8,251,WP_002365053.1,ABC-F type ribosomal protection protein Lsa(A),NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_5646_length_2847_cov_5.842407,302,808,-,dfrA8,trimethoprim-resistant dihydrofolate reductase DfrA8,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,169,169,100,100,169,WP_000571065.1,trimethoprim-resistant dihydrofolate reductase DfrA8,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_5646_length_2847_cov_5.842407,1899,2756,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_6673_length_2610_cov_2.951859,581,2497,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_79350_length_625_cov_1.943860,268,624,+,vanR-G,VanG-type vancomycin resistance DNA-binding response regulator VanR,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,PARTIAL_CONTIG_ENDX,119,235,50.64,92.44,119,WP_021418928.1,VanG-type vancomycin resistance DNA-binding response regulator VanR,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_9129_length_2189_cov_3.131678,687,1196,+,dfrA44,trimethoprim-resistant dihydrofolate reductase DfrA44,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,BLASTX,170,176,96.59,90,170,WP_204376220.1,trimethoprim-resistant dihydrofolate reductase DfrA44,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_91_length_21772_cov_15.338767,1044,1865,+,blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,274,274,100,98.91,274,WP_140423312.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-643,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_94971_length_566_cov_2.692759,95,565,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIAL_CONTIG_ENDX,157,279,56.27,100,157,WP_000259018.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
LMR0021_S13_R1_001amrf_output,NA,NODE_9971_length_2081_cov_8.797137,104,1288,-,tet(39),tetracycline efflux MFS transporter Tet(39),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,395,395,100,100,395,WP_004856455.1,tetracycline efflux MFS transporter Tet(39),NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_1030_length_8482_cov_5.789724,1237,1659,+,fosA,FosA/FosA2 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,141,141,100,95.74,141,WP_025205684.1,fosfomycin resistance glutathione transferase FosA2,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_13872_length_1631_cov_3.025381,3,1631,+,oqxB,multidrug efflux RND transporter permease subunit OqxB,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,PARTIAL_CONTIG_ENDX,543,1050,51.71,96.87,543,WP_012967412.1,multidrug efflux RND transporter permease subunit OqxB9,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_16568_length_1447_cov_3.375718,2,931,+,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,PARTIAL_CONTIG_ENDX,310,391,79.28,92.26,310,WP_002914189.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_19011_length_1318_cov_4.332542,3,935,-,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,311,320,97.19,99.04,311,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_20920_length_1239_cov_5.194257,491,1237,-,blaACT,ACT family cephalosporin-hydrolyzing class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,PARTIAL_CONTIG_ENDX,249,381,65.35,100,249,WP_242934066.1,cephalosporin-hydrolyzing class C beta-lactamase ACT-107,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_23703_length_1142_cov_4.542778,1,1140,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,380,641,59.28,98.68,380,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_260044_length_306_cov_1.454183,3,266,-,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,PARTIAL_CONTIG_ENDX,88,165,53.33,100,88,WP_000868795.1,trimethoprim-resistant dihydrofolate reductase DfrG,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_3018_length_4480_cov_4.871186,1858,3234,+,tet(K),tetracycline efflux MFS transporter Tet(K),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,459,459,100,100,459,WP_000492283.1,tetracycline efflux MFS transporter Tet(K),NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_376079_length_262_cov_1.729469,2,262,-,fosA8,FosA8 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,PARTIAL_CONTIG_ENDX,87,141,61.7,95.4,87,WP_063277905.1,fosfomycin resistance glutathione transferase FosA8,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_47972_length_739_cov_3.754386,106,738,+,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,211,321,65.73,100,211,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
LMR0022_S46_R1_001amrf_output,NA,NODE_663447_length_207_cov_1.243421,3,206,+,qacE,quaternary ammonium compound efflux SMR transporter QacE,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,PARTIAL_CONTIG_ENDX,68,115,59.13,100,68,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
LMR0023_S24_R1_001amrf_output,NA,NODE_17073_length_1787_cov_2.784065,1186,1602,-,fosA,FosA family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,139,139,100,93.53,139,WP_004857515.1,FosA family fosfomycin resistance glutathione transferase,NA,NA
LMR0023_S24_R1_001amrf_output,NA,NODE_76311_length_641_cov_1.426621,1,261,+,fosA,FosA/FosA2 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,PARTIAL_CONTIG_ENDX,87,141,61.7,95.4,87,WP_038415208.1,fosfomycin resistance glutathione transferase FosA,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_100118_length_573_cov_1.833977,3,572,+,str,streptomycin adenylyltransferase Str,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,190,282,67.38,100,190,WP_001258486.1,streptomycin adenylyltransferase Str,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_101199_length_569_cov_8.591440,14,496,-,lnu(A),lincosamide nucleotidyltransferase Lnu(A),core,AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,EXACTX,161,161,100,100,161,WP_001829870.1,lincosamide nucleotidyltransferase Lnu(A),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_10193_length_2185_cov_6.047418,35,1162,-,vanS-C,VanC-type vancomycin resistance histidine kinase VanS,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,BLASTX,376,376,100,92.02,376,WP_034869172.1,VanC-type vancomycin resistance histidine kinase VanS,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_10193_length_2185_cov_6.047418,1155,1847,-,vanR-C,VanC-type vancomycin resistance DNA-binding response regulator VanR,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,BLASTX,231,231,100,99.57,231,WP_063856725.1,VanC-type vancomycin resistance DNA-binding response regulator VanR,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_11123_length_2078_cov_10.394958,104,1288,-,tet(39),tetracycline efflux MFS transporter Tet(39),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,395,395,100,100,395,WP_004856455.1,tetracycline efflux MFS transporter Tet(39),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_113817_length_533_cov_1.903766,3,311,+,fosD,fosfomycin resistance bacillithiol transferase FosD,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,PARTIAL_CONTIG_ENDX,103,139,74.1,100,103,WP_000616116.1,fosfomycin resistance bacillithiol transferase FosD,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_142446_length_471_cov_2.598558,43,471,+,aac(6'),aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,BLASTX,143,155,92.26,90.21,143,WP_049443010.1,aminoglycoside 6'-N-acetyltransferase,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_14458_length_1783_cov_4.982060,62,886,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,275,275,100,100,275,WP_109545041.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_14458_length_1783_cov_4.982060,889,1722,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_1563_length_6542_cov_59.127332,823,1644,+,blaOXA,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,274,274,100,98.54,274,WP_140423313.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-644,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_17250_length_1608_cov_5.499678,2,1594,-,vanT-C,membrane-bound serine racemase VanT-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,PARTIAL_CONTIG_ENDX,531,700,75.86,96.99,531,WP_063856755.1,membrane-bound serine racemase VanT-C,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_17552_length_1592_cov_5.236174,538,1590,-,lsa(A),ABC-F type ribosomal protection protein Lsa(A),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,PARTIAL_CONTIG_ENDX,351,498,70.48,99.43,351,WP_002411322.1,ABC-F type ribosomal protection protein Lsa(A),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_1771_length_6057_cov_5.855048,3429,4625,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_1805_length_5990_cov_10.505981,3385,4875,+,lsa(D),ABC-F type ribosomal protection protein Lsa(D),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,BLASTX,497,497,100,95.17,497,WP_165713684.1,ABC-F type ribosomal protection protein Lsa(D),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_195702_length_399_cov_1.273256,4,399,-,aadA27,ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,PARTIAL_CONTIG_ENDX,132,262,50.38,99.24,132,WP_050041693.1,ANT(3'')-II family aminoglycoside nucleotidyltransferase AadA27,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_20084_length_1472_cov_3.809457,2,655,-,blaCPS,CPS family subclass B3 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,PARTIAL_CONTIG_ENDX,218,290,75.17,98.17,218,WP_063857696.1,subclass B3 metallo-beta-lactamase CPS-1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_2076_length_5524_cov_23.856829,1494,2870,-,tet(K),tetracycline efflux MFS transporter Tet(K),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,459,459,100,100,459,WP_000492283.1,tetracycline efflux MFS transporter Tet(K),NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_214257_length_381_cov_1.322086,1,381,+,fusD,FusD family fusidic acid resistance EF-G-binding protein,core,AMR,AMR,FUSIDIC ACID,FUSIDIC ACID,PARTIAL_CONTIG_ENDX,127,213,59.62,96.85,127,WP_011303797.1,FusD family fusidic acid resistance EF-G-binding protein,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_2233_length_5282_cov_17.777310,4514,5008,-,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_000868795.1,trimethoprim-resistant dihydrofolate reductase DfrG,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_22579_length_1374_cov_67.793025,554,1372,+,blaOXA,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,273,276,98.91,99.27,273,WP_004728961.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-282,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_237713_length_361_cov_2.081699,111,359,-,fosA,FosA family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,PARTIAL_CONTIG_ENDX,83,139,59.71,90.36,83,WP_004857515.1,FosA family fosfomycin resistance glutathione transferase,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_284930_length_329_cov_1.361314,3,326,-,qnrE,QnrE family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,PARTIAL_CONTIG_ENDX,108,214,50.47,98.15,108,WP_010431379.1,quinolone resistance pentapeptide repeat protein QnrE3,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_29382_length_1173_cov_6.544723,3,419,-,vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,PARTIAL_CONTIG_ENDX,139,190,73.16,97.84,139,WP_008377360.1,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_29382_length_1173_cov_6.544723,419,1171,-,vanC,D-alanine--D-serine ligase VanC2/3,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,PARTIAL_CONTIG_ENDX,251,350,71.71,99.2,251,WP_063856652.1,D-alanine--D-serine ligase VanC2/3,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_31040_length_1135_cov_7.965741,915,1133,+,fosA,FosA family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,PARTIAL_CONTIG_ENDX,73,139,52.52,94.52,73,WP_004857515.1,FosA family fosfomycin resistance glutathione transferase,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_31302_length_1129_cov_94.338920,299,1111,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_4141_length_3660_cov_6.601110,3,353,+,qnrB,QnrB family quinolone resistance pentapeptide repeat protein,core,AMR,AMR,QUINOLONE,QUINOLONE,PARTIAL_CONTIG_ENDX,117,214,54.67,92.31,117,WP_012954666.1,quinolone resistance pentapeptide repeat protein QnrB19,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_41490_length_956_cov_2.467259,3,395,-,fosA,FosA5 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,131,139,94.24,96.95,131,WP_012579083.1,fosfomycin resistance glutathione transferase FosA5,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_4179_length_3642_cov_4.105102,912,2051,+,blaLAQ,LAQ family class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,380,380,100,98.95,380,WP_219860729.1,class C beta-lactamase LAQ-1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_438_length_13558_cov_5.862623,7945,8415,+,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000777555.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_438_length_13558_cov_5.862623,8511,9299,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206317.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_438_length_13558_cov_5.862623,9466,9810,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_438_length_13558_cov_5.862623,9807,10643,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
LMR0024_S32_R1_001amrf_output,NA,NODE_4433_length_3534_cov_8.368209,564,1298,-,erm(B),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),core,AMR,AMR,MACROLIDE,MACROLIDE,BLASTX,245,245,100,99.59,245,WP_002292226.1,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),NA,NA
