#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_47_length_41657_cov_26.713091	cds	7358	9091	-	NMHCND_00235	sleL	"Spore cortex hydrolase SleL/YaaH, N-acetylglucosaminidase of GH18 family"	"COG:COG3858, COG:D, SO:0001217, UniRef:UniRef50_A0A174DNA2, UniRef:UniRef90_A0A174KSY2"
NODE_47_length_41657_cov_26.713091	cds	9670	10140	-	NMHCND_00240		Resolvase/invertase-type recombinase catalytic domain-containing protein	"SO:0001217, UniParc:UPI0001CD4406, UniRef:UniRef100_A0A395ZK91, UniRef:UniRef50_C4Z9I9, UniRef:UniRef90_C4Z9I9"
NODE_47_length_41657_cov_26.713091	cds	10221	11585	-	NMHCND_00245	sPS1	Serine/threonine protein kinase	"COG:COG0515, COG:T, SO:0001217, UniRef:UniRef50_A0A174DJS6, UniRef:UniRef90_A0A173T852"
NODE_47_length_41657_cov_26.713091	cds	11761	12501	+	NMHCND_00250	mecA	"Negative regulator MecA of genetic competence, sporulation and motility"	"COG:COG4862, COG:KTN, SO:0001217, UniRef:UniRef50_R5H4X3, UniRef:UniRef90_A0A174DNH8"
NODE_47_length_41657_cov_26.713091	cds	12559	12768	-	NMHCND_00255		DUF1858 domain-containing protein	"SO:0001217, UniParc:UPI0001A5B4CF, UniRef:UniRef100_A0A0M6WWD8, UniRef:UniRef50_F7V252, UniRef:UniRef90_A0A0M6WWD8"
NODE_47_length_41657_cov_26.713091	cds	12938	14368	+	NMHCND_00260	flgL	Flagellin and related hook-associated protein FlgL	"COG:COG1344, COG:N, SO:0001217, UniRef:UniRef50_A0A173T8A2, UniRef:UniRef90_A0A173T8A2"
NODE_47_length_41657_cov_26.713091	cds	14375	14848	+	NMHCND_00265	fliS	Flagellin-specific chaperone FliS	"COG:COG1516, COG:NU, KEGG:K02422, SO:0001217, UniRef:UniRef50_C4Z9J5, UniRef:UniRef90_C4Z9J5"
NODE_47_length_41657_cov_26.713091	cds	14879	15091	-	NMHCND_00270		DUF2508 domain-containing protein	"SO:0001217, UniParc:UPI0001CD3C7E, UniRef:UniRef100_A0A174DJV3, UniRef:UniRef50_A0A0M6WJT5, UniRef:UniRef90_A0A0M6WWJ0"
NODE_47_length_41657_cov_26.713091	cds	15373	15861	+	NMHCND_00275		hypothetical protein	
NODE_47_length_41657_cov_26.713091	cds	15887	16885	+	NMHCND_00280		DUF1611 domain-containing protein	"SO:0001217, UniRef:UniRef50_C4Z9J8, UniRef:UniRef90_C4Z9J8"
NODE_47_length_41657_cov_26.713091	cds	16875	18092	+	NMHCND_00285	cpaF	"Pilus assembly protein, ATPase of CpaF family"	"COG:COG4962, COG:UW, SO:0001217, UniRef:UniRef50_H3NPW0, UniRef:UniRef90_A0A174DMK8"
NODE_47_length_41657_cov_26.713091	cds	18147	18923	+	NMHCND_00290	tadB	Flp pilus assembly protein TadB	"COG:COG4965, COG:UW, SO:0001217, UniRef:UniRef50_C4Z9K0, UniRef:UniRef90_C4Z9K0"
NODE_47_length_41657_cov_26.713091	cds	18920	20146	+	NMHCND_00295		Secretion system protein F	"SO:0001217, UniRef:UniRef50_C4Z9K1, UniRef:UniRef90_C4Z9K1"
NODE_47_length_41657_cov_26.713091	cds	20159	20326	+	NMHCND_00300		Flp1-like domain-containing protein	"SO:0001217, UniParc:UPI0001A5B4D8, UniRef:UniRef100_A0A0M6WW59, UniRef:UniRef50_A0A0D0SDT2, UniRef:UniRef90_A0A0M6WW59"
NODE_47_length_41657_cov_26.713091	cds	20323	21897	+	NMHCND_00305		Poly(Beta-D-mannuronate) lyase	"SO:0001217, UniRef:UniRef50_C4Z9K3, UniRef:UniRef90_C4Z9K3"
NODE_47_length_41657_cov_26.713091	cds	21919	22767	+	NMHCND_00310		Pilus assembly protein	"SO:0001217, UniRef:UniRef50_C4Z9K4, UniRef:UniRef90_C4Z9K4"
NODE_47_length_41657_cov_26.713091	cds	22764	23171	+	NMHCND_00315		Peptidase	"SO:0001217, UniParc:UPI0001A5ABEA, UniRef:UniRef100_A0A6L5T7H6, UniRef:UniRef50_A0A3E4LXX6, UniRef:UniRef90_A0A3E4LXX6"
NODE_47_length_41657_cov_26.713091	cds	23168	23404	+	NMHCND_00320		Pilus assembly protein	"SO:0001217, UniParc:UPI000E4D5482, UniRef:UniRef100_A0A413QYW7, UniRef:UniRef50_C4Z9K6, UniRef:UniRef90_C4Z9K6"
NODE_47_length_41657_cov_26.713091	cds	23394	24587	+	NMHCND_00325	fHA	"Forkhead associated (FHA) domain, binds pSer, pThr, pTyr"	"COG:COG1716, COG:T, SO:0001217, UniRef:UniRef50_C4Z9K7, UniRef:UniRef90_C4Z9K7"
NODE_47_length_41657_cov_26.713091	cds	24700	25278	+	NMHCND_00330	glpG	"Membrane-associated serine protease, rhomboid family"	"COG:COG0705, COG:O, SO:0001217, UniParc:UPI000E433701, UniRef:UniRef100_A0A3E4XBQ2, UniRef:UniRef50_A0A173T562, UniRef:UniRef90_A0A173T562"
NODE_47_length_41657_cov_26.713091	cds	25302	26291	+	NMHCND_00335		SCP-2 sterol transfer family	"SO:0001217, UniRef:UniRef50_C0FPW7, UniRef:UniRef90_A0A174DHI1"
NODE_47_length_41657_cov_26.713091	cds	26347	26763	+	NMHCND_00340	hinT	"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family"	"COG:COG0537, COG:FR, SO:0001217, UniParc:UPI0001A5ABEF, UniRef:UniRef100_A0A0M6WW81, UniRef:UniRef50_R9N8D4, UniRef:UniRef90_A0A173T5G4"
NODE_47_length_41657_cov_26.713091	cds	26925	28001	-	NMHCND_00345	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	"COG:COG0707, COG:M, SO:0001217, UniRef:UniRef50_Q893R7, UniRef:UniRef90_C4Z9L1"
NODE_47_length_41657_cov_26.713091	cds	28255	28521	+	NMHCND_00350		Phage protein	"SO:0001217, UniParc:UPI0001CD4410, UniRef:UniRef100_A0A173T513, UniRef:UniRef50_A0A0M6WX57, UniRef:UniRef90_A0A0M6WX57"
NODE_47_length_41657_cov_26.713091	cds	28641	29864	+	NMHCND_00355	cwlJ	"Cell wall hydrolase CwlJ, involved in spore germination"	"COG:COG3773, COG:DM, SO:0001217, UniRef:UniRef50_A0A174KNP4, UniRef:UniRef90_A0A174KNP4"
NODE_47_length_41657_cov_26.713091	cds	30100	31089	+	NMHCND_00360	argF	ornithine carbamoyltransferase	"COG:COG0078, COG:E, SO:0001217, UniParc:UPI000E4537DD, UniRef:UniRef100_A0A3E4LY48, UniRef:UniRef50_P0C0D0, UniRef:UniRef90_C4Z9L4"
NODE_47_length_41657_cov_26.713091	cds	31111	32091	+	NMHCND_00365	birA	Biotin operon repressor	"COG:COG1654, COG:K, SO:0001217, UniParc:UPI00033E763C, UniRef:UniRef100_A0A6L5T7I7, UniRef:UniRef50_B0NBK7, UniRef:UniRef90_C4Z9L5"
NODE_47_length_41657_cov_26.713091	cds	32084	32419	+	NMHCND_00370		Phage protein	"SO:0001217, UniParc:UPI0001A5ABF5, UniRef:UniRef100_A0A0M6WWS3, UniRef:UniRef50_A9KHE3, UniRef:UniRef90_A0A0M6WWS3"
NODE_47_length_41657_cov_26.713091	cds	32423	33205	+	NMHCND_00375	coaX	type III pantothenate kinase	"COG:COG1521, COG:H, EC:2.7.1.33, GO:0004594, GO:0005524, GO:0005737, GO:0015937, GO:0016310, GO:0046872, SO:0001217, UniParc:UPI0001A5ABF6, UniRef:UniRef100_C4Z9L7, UniRef:UniRef50_A0LFP6, UniRef:UniRef90_C4Z9L7"
NODE_47_length_41657_cov_26.713091	cds	33210	34181	+	NMHCND_00380	dusB	tRNA dihydrouridine synthase DusB	"COG:COG0042, COG:J, EC:1.-.-.-, KEGG:K05540, SO:0001217, UniRef:UniRef50_A0A174DHV4, UniRef:UniRef90_A0A174KQN9"
NODE_47_length_41657_cov_26.713091	cds	34554	35042	+	NMHCND_00385	greA	transcription elongation factor GreA	"COG:COG0782, COG:K, SO:0001217, UniParc:UPI0001CD3C8C, UniRef:UniRef100_C4Z9L9, UniRef:UniRef50_R7QX08, UniRef:UniRef90_A0A0M6WYY4"
NODE_47_length_41657_cov_26.713091	cds	35055	36668	+	NMHCND_00390	lysS	lysine--tRNA ligase	"COG:COG1190, COG:J, EC:6.1.1.6, KEGG:K04567, SO:0001217, UniParc:UPI000E4D00C3, UniRef:UniRef100_A0A413QYU3, UniRef:UniRef50_Q8YAB8, UniRef:UniRef90_A0A174KLZ5"
NODE_47_length_41657_cov_26.713091	cds	36902	37384	+	NMHCND_00395		hypothetical protein	
NODE_47_length_41657_cov_26.713091	cds	37347	38015	+	NMHCND_00400		Class D sortase	"SO:0001217, UniRef:UniRef50_B7ANF3, UniRef:UniRef90_B7ANF3"
NODE_47_length_41657_cov_26.713091	cds	38008	38406	+	NMHCND_00405	yopX	YopX domain-containing protein	"RefSeq:WP_117477953.1, SO:0001217, UniParc:UPI000E3F8A2A, UniRef:UniRef100_A0A414D7S9, UniRef:UniRef50_B7ANF4, UniRef:UniRef90_B7ANF4"
NODE_47_length_41657_cov_26.713091	cds	38410	39099	+	NMHCND_00410	spoVG	"DNA-binding protein SpoVG, cell septation regulator"	"COG:COG2088, COG:D, RefSeq:WP_117477954.1, SO:0001217, UniParc:UPI000E3F4A79, UniRef:UniRef100_A0A395UW56, UniRef:UniRef50_B7ANF5, UniRef:UniRef90_A0A173VK00"
NODE_47_length_41657_cov_26.713091	cds	39160	39471	+	NMHCND_00415		DUF6674 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A173UZW8, UniRef:UniRef90_A0A127T783"
NODE_47_length_41657_cov_26.713091	cds	39700	41619	+	NMHCND_00420	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, RefSeq:WP_117477955.1, SO:0001217, UniParc:UPI000E3EEC04, UniRef:UniRef100_A0A396FIM8, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_7204_length_2005_cov_17.649744	cds	81	2000	+	NMHCND_00425	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_002586627.1, RefSeq:WP_002586627.1, SO:0001217, UniParc:UPI0000001008, UniRef:UniRef100_O52836, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_7661_length_1916_cov_18.242516	cds	535	1395	-	NMHCND_00430	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	"EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593"
NODE_7661_length_1916_cov_18.242516	cds	1578	1910	-	NMHCND_00435		Helix-turn-helix domain-containing protein	"RefSeq:WP_001396764.1, SO:0001217, UniParc:UPI0001B62B0C, UniRef:UniRef100_A0A7B6DDX0, UniRef:UniRef50_Q5J464, UniRef:UniRef90_A0A7B6DDX0"
NODE_821_length_9157_cov_19.464184	cds	470	1294	+	NMHCND_00440		Transposase	"SO:0001217, UniParc:UPI0002FDA40C, UniRef:UniRef100_A0A174WZ62, UniRef:UniRef50_S3Y9Y5, UniRef:UniRef90_D7NG96"
NODE_821_length_9157_cov_19.464184	cds	1436	2554	+	NMHCND_00445	xerD	Site-specific recombinase XerD	"COG:COG4974, COG:L, RefSeq:WP_004338318.1, SO:0001217, UniParc:UPI00000BB8A6, UniRef:UniRef100_A0A174X3B6, UniRef:UniRef50_K5CTN0, UniRef:UniRef90_K5CTN0"
NODE_821_length_9157_cov_19.464184	cds	2802	3659	+	NMHCND_00450		Transposase	"RefSeq:WP_004339687.1, SO:0001217, UniParc:UPI00000B51F0, UniRef:UniRef100_D4VAE5, UniRef:UniRef50_K5CSE3, UniRef:UniRef90_D4VAE5"
NODE_821_length_9157_cov_19.464184	cds	3859	4233	+	NMHCND_00455		Excisionase family DNA binding domain-containing protein	"RefSeq:WP_004338328.1, SO:0001217, UniParc:UPI00000B4B1B, UniRef:UniRef100_E5WU41, UniRef:UniRef90_A0A0H5Q198"
NODE_821_length_9157_cov_19.464184	cds	4239	5336	+	NMHCND_00460		Helicase	"RefSeq:WP_004348225.1, SO:0001217, UniParc:UPI0001C03E0F, UniRef:UniRef100_E0NQV0, UniRef:UniRef50_E0NQV0, UniRef:UniRef90_E0NQV0"
NODE_821_length_9157_cov_19.464184	cds	5340	6455	+	NMHCND_00465		DUF6371 domain-containing protein	"RefSeq:WP_004292742.1, SO:0001217, UniParc:UPI00000B9D82, UniRef:UniRef100_A0A174USP1, UniRef:UniRef50_E0NQV0, UniRef:UniRef90_A0A174USP1"
NODE_821_length_9157_cov_19.464184	cds	6819	8141	+	NMHCND_00470		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A5P3AXI4, UniRef:UniRef90_A0A5P3AXI4"
NODE_821_length_9157_cov_19.464184	cds	8234	8959	-	NMHCND_00475	cfxA	CfxA family broad-spectrum class A beta-lactamase	"COG:COG2367, COG:V, NCBIProtein:WP_004339683.1, SO:0001217, UniRef:UniRef50_A0A7J5GPV9, UniRef:UniRef90_E1KQY7"
NODE_10449_length_1602_cov_3.559147	cds	214	1434	-	HFPLAK_00005	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_024407615.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_3939_length_3151_cov_14.405362	cds	162	536	+	HFPLAK_00010	tnpV	TnpV protein	"RefSeq:WP_001129922.1, SO:0001217, UniParc:UPI00015625E8, UniRef:UniRef100_A0A6W0QAC8, UniRef:UniRef50_D9SLH9, UniRef:UniRef90_D9SLH9"
NODE_3939_length_3151_cov_14.405362	cds	903	2822	+	HFPLAK_00015	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_012669445.1, SO:0001217, UniParc:UPI00078C3644, UniRef:UniRef100_A0A127STD1, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_3939_length_3151_cov_14.405362	cds	2874	3047	+	HFPLAK_00020		Conjugal transfer protein	"RefSeq:WP_002779755.1, SO:0001217, UniParc:UPI000040063A, UniRef:UniRef100_F8K845, UniRef:UniRef50_G9YPC4, UniRef:UniRef90_F8K845"
NODE_6974_length_2107_cov_33.777290	cds	68	1987	-	HFPLAK_00025	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_002586627.1, RefSeq:WP_002586627.1, SO:0001217, UniParc:UPI0000001008, UniRef:UniRef100_O52836, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_750_length_9472_cov_7.467771	cds	752	1687	+	HFPLAK_00030		Transposase	"RefSeq:WP_004292844.1, SO:0001217, UniParc:UPI00000BEB70, UniRef:UniRef100_A0A174WZ62, UniRef:UniRef50_S3Y9Y5, UniRef:UniRef90_D7NG96"
NODE_750_length_9472_cov_7.467771	cds	1829	2947	+	HFPLAK_00035	xerD	Site-specific recombinase XerD	"COG:COG4974, COG:L, RefSeq:WP_004338318.1, SO:0001217, UniParc:UPI00000BB8A6, UniRef:UniRef100_A0A174X3B6, UniRef:UniRef50_K5CTN0, UniRef:UniRef90_K5CTN0"
NODE_750_length_9472_cov_7.467771	cds	3195	4052	+	HFPLAK_00040		Transposase	"RefSeq:WP_004339687.1, SO:0001217, UniParc:UPI00000B51F0, UniRef:UniRef100_D4VAE5, UniRef:UniRef50_K5CSE3, UniRef:UniRef90_D4VAE5"
NODE_750_length_9472_cov_7.467771	cds	4252	4626	+	HFPLAK_00045		Excisionase family DNA binding domain-containing protein	"RefSeq:WP_004338328.1, SO:0001217, UniParc:UPI00000B4B1B, UniRef:UniRef100_E5WU41, UniRef:UniRef90_A0A0H5Q198"
NODE_750_length_9472_cov_7.467771	cds	4632	5729	+	HFPLAK_00050		Helicase	"RefSeq:WP_004338330.1, SO:0001217, UniParc:UPI00000BA474, UniRef:UniRef100_A0A679HM08, UniRef:UniRef50_E0NQV0, UniRef:UniRef90_E0NQV0"
NODE_750_length_9472_cov_7.467771	cds	5733	6848	+	HFPLAK_00055		DUF6371 domain-containing protein	"RefSeq:WP_004292742.1, SO:0001217, UniParc:UPI00000B9D82, UniRef:UniRef100_A0A174USP1, UniRef:UniRef50_E0NQV0, UniRef:UniRef90_A0A174USP1"
NODE_750_length_9472_cov_7.467771	cds	7132	8535	+	HFPLAK_00060		Mobilization protein	"RefSeq:WP_004339684.1, SO:0001217, UniParc:UPI0001EFFD7A, UniRef:UniRef100_U2MKK1, UniRef:UniRef50_A0A5P3AXI4, UniRef:UniRef90_A0A5P3AXI4"
NODE_750_length_9472_cov_7.467771	cds	8628	9353	-	HFPLAK_00065	cfxA	CfxA family broad-spectrum class A beta-lactamase	"COG:COG2367, COG:V, NCBIProtein:WP_004339683.1, SO:0001217, UniRef:UniRef50_A0A7J5GPV9, UniRef:UniRef90_E1KQY7"
NODE_9824_length_1671_cov_119.665223	cds	1335	1619	+	HFPLAK_00070		hypothetical protein	
NODE_13326_length_1669_cov_7.283767	cds	229	327	+	KOBGMF_00005		hypothetical protein	
NODE_13326_length_1669_cov_7.283767	cds	382	1602	-	KOBGMF_00010	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_13390_length_1665_cov_2.447826	cds	343	822	+	KOBGMF_00015		DNA-binding-1 domain-containing protein	"RefSeq:WP_002322212.1, SO:0001217, UniParc:UPI0001835AE5, UniRef:UniRef100_A0A1L5KWS6, UniRef:UniRef50_B8I267, UniRef:UniRef90_C0CKJ8"
NODE_13390_length_1665_cov_2.447826	cds	1130	1624	+	KOBGMF_00020	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_4453_length_3258_cov_43.042148	cds	146	2065	+	KOBGMF_00025	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, RefSeq:WP_002602099.1, SO:0001217, UniParc:UPI0001588750, UniRef:UniRef100_A3QT96, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_4453_length_3258_cov_43.042148	cds	2213	2491	+	KOBGMF_00030		HTH domain protein	"RefSeq:WP_005946735.1, SO:0001217, UniParc:UPI0001967D7A, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_641_length_10801_cov_15.155965	cds	1116	3446	-	KOBGMF_00035		TonB-dependent receptor	"SO:0001217, UniRef:UniRef50_I8ZZW1, UniRef:UniRef90_E1KTV4"
NODE_641_length_10801_cov_15.155965	cds	3439	4758	-	KOBGMF_00040		Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme	"KEGG:K06871, SO:0001217, UniRef:UniRef50_A0A2M8M6M8, UniRef:UniRef90_A0A379G9G4"
NODE_641_length_10801_cov_15.155965	cds	5055	5996	-	KOBGMF_00045		hypothetical protein	
NODE_641_length_10801_cov_15.155965	cds	6039	6347	+	KOBGMF_00050		hypothetical protein	
NODE_641_length_10801_cov_15.155965	cds	7027	7362	-	KOBGMF_00055	fliJ	Flagellar FliJ protein	"SO:0001217, UniRef:UniRef50_A0A5P0WNU5, UniRef:UniRef90_A0A5P0WNU5"
NODE_641_length_10801_cov_15.155965	cds	7359	7658	-	KOBGMF_00060	tnpB	IS66 family insertion sequence element accessory protein TnpB	"RefSeq:WP_182429667.1, SO:0001217, UniParc:UPI0015FA83BA, UniRef:UniRef100_UPI0015FA83BA, UniRef:UniRef50_A0A3E4PD35, UniRef:UniRef90_A0A418XAI8"
NODE_641_length_10801_cov_15.155965	cds	7694	8038	-	KOBGMF_00065		Transposase	"SO:0001217, UniRef:UniRef50_A0A3R6AWY7, UniRef:UniRef90_A0A3E5DXT4"
NODE_641_length_10801_cov_15.155965	cds	8077	8238	-	KOBGMF_00070		hypothetical protein	
NODE_641_length_10801_cov_15.155965	cds	8619	9659	-	KOBGMF_00075		DDE superfamily endonuclease	"SO:0001217, UniRef:UniRef50_D1PH73, UniRef:UniRef90_A0A127T141"
NODE_641_length_10801_cov_15.155965	cds	9782	10378	-	KOBGMF_00080	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_R6CNL5, UniRef:UniRef90_R6CNL5"
NODE_8375_length_2227_cov_29.787293	cds	39	1823	-	KOBGMF_00085	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_8469_length_2211_cov_69.429963	sorf	77	148	+	KOBGMF_00090		Signal peptidase I	"SO:0001217, UniParc:UPI000191EBFF, UniRef:UniRef100_B8LJ33, UniRef:UniRef50_B8QUG8, UniRef:UniRef90_B8QUG8"
NODE_8469_length_2211_cov_69.429963	sorf	183	227	+	KOBGMF_00095		TetW-regulatory peptide	"SO:0001217, UniParc:UPI000165FE00, UniRef:UniRef100_B1AA31, UniRef:UniRef50_B1AA31, UniRef:UniRef90_B1AA31"
NODE_8469_length_2211_cov_69.429963	cds	422	2206	+	KOBGMF_00100	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_002586627.1, SO:0001217, UniParc:UPI0006C5B16F, UniRef:UniRef100_A0A0M0VK20, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_1116_length_7523_cov_17.512051	cds	21	1805	+	KPIEKD_00005	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_1116_length_7523_cov_17.512051	cds	1887	2231	+	KPIEKD_00010		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_1116_length_7523_cov_17.512051	cds	2555	3322	+	KPIEKD_00015	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	"COG:COG2226, COG:H, RefSeq:WP_117577362.1, SO:0001217, UniParc:UPI000E3FEC1A, UniRef:UniRef100_A0A3A9FCT7, UniRef:UniRef50_B0N9K3, UniRef:UniRef90_B0N9K3"
NODE_1116_length_7523_cov_17.512051	cds	3527	3973	+	KPIEKD_00020	rpoE	"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family"	"COG:COG1595, COG:K, RefSeq:WP_002602096.1, SO:0001217, UniParc:UPI000194A2CB, UniRef:UniRef100_A0A414VYF8, UniRef:UniRef50_R9MN44, UniRef:UniRef90_A0A828T553"
NODE_1116_length_7523_cov_17.512051	cds	3963	4166	+	KPIEKD_00025		HTH-16 domain-containing protein	"RefSeq:WP_002602095.1, SO:0001217, UniParc:UPI000194A2CC, UniRef:UniRef100_A0A414S9Q3, UniRef:UniRef50_R9N898, UniRef:UniRef90_A0A828T6A9"
NODE_1116_length_7523_cov_17.512051	cds	4700	5098	+	KPIEKD_00030	mobC	Plasmid mobilization relaxosome protein MobC	"RefSeq:WP_002602094.1, SO:0001217, UniParc:UPI0001BCB9D8, UniRef:UniRef100_V2XJP5, UniRef:UniRef50_G2T397, UniRef:UniRef90_V2XJP5"
NODE_1116_length_7523_cov_17.512051	cds	4908	5870	-	KPIEKD_00035		Secreted protein	"SO:0001217, UniRef:UniRef50_A0A1H9MRS7"
NODE_1116_length_7523_cov_17.512051	cds	6063	6497	-	KPIEKD_00040		hypothetical protein	
NODE_14421_length_1345_cov_3.962791	cds	129	461	+	KPIEKD_00045		hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI001F2E596E, UniRef:UniRef90_UPI001F2E596E"
NODE_14421_length_1345_cov_3.962791	cds	421	567	+	KPIEKD_00050		hypothetical protein	
NODE_2397_length_4643_cov_13.426112	cds	211	1236	-	KPIEKD_00055	repA	RecA-family ATPase	"COG:COG3598, COG:L, RefSeq:WP_001170964.1, SO:0001217, UniParc:UPI00005E2B4B, UniRef:UniRef100_F8K850, UniRef:UniRef50_R9NDS7, UniRef:UniRef90_A0A1C6FQ93"
NODE_2397_length_4643_cov_13.426112	cds	1476	1997	+	KPIEKD_00060		hypothetical protein	"SO:0001217, UniParc:UPI000156249F, UniRef:UniRef100_A0A0Z8CTQ5, UniRef:UniRef50_A0A0Z8CTQ5, UniRef:UniRef90_A0A0Z8CTQ5"
NODE_2397_length_4643_cov_13.426112	cds	1949	2374	-	KPIEKD_00065		Sigma-70 family RNA polymerase sigma factor	"RefSeq:WP_000323895.1, SO:0001217, UniParc:UPI000044AE49, UniRef:UniRef100_A0A6N2WFR0, UniRef:UniRef50_R9KH83, UniRef:UniRef90_A8RVQ2"
NODE_2397_length_4643_cov_13.426112	cds	2469	2981	-	KPIEKD_00070	fliA	DNA-directed RNA polymerase specialized sigma subunit	"COG:COG1191, COG:K, RefSeq:WP_000241709.1, SO:0001217, UniParc:UPI000044AE4A, UniRef:UniRef100_A0A1L5KSZ3, UniRef:UniRef50_A0A7U9NJ86, UniRef:UniRef90_A0A142BVU6"
NODE_2397_length_4643_cov_13.426112	cds	3172	3300	-	KPIEKD_00075		Sigma-70 family RNA polymerase sigma factor	"SO:0001217, UniParc:UPI00015991A0, UniRef:UniRef100_A0A6G6ARZ6, UniRef:UniRef50_A0A4P8I9X7, UniRef:UniRef90_A8RVP9"
NODE_2397_length_4643_cov_13.426112	cds	3578	4618	-	KPIEKD_00080	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_2599_length_4390_cov_4.482814	cds	12	359	-	KPIEKD_00085	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	"GO:0005886, GO:0022857, GO:0042221, NCBIProtein:WP_000679427.1, RefSeq:WP_000679427.1, SO:0001217, UniParc:UPI0000000BEC, UniRef:UniRef100_P0AA22, UniRef:UniRef50_P0AA22, UniRef:UniRef90_P0AA22"
NODE_2599_length_4390_cov_4.482814	cds	523	1314	-	KPIEKD_00090	ant(3'')	ANT(3'')-I family aminoglycoside nucleotidyltransferase	"NCBIFam:NF012157.0, SO:0001217, UniParc:UPI0002BBC51D, UniRef:UniRef100_A0A346D570, UniRef:UniRef50_P0AG05, UniRef:UniRef90_A0A3G2SXT1"
